#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|t_years|bin_ix|bin_iy|lambda_true|f_true
13|2015-01-10T06:21:28.668478|36.16854634577415|9.190553553845351|3.6225913466522837|SYNTHETIC|BvaluePG|Toni||Mw|3.8770203320844754|synthetic|synthetic unit-square catalog|earthquake|0.02536595522088736|15|0|0.6|-2.9444389791664407
14|2015-01-10T12:58:33.111005|36.10482951163289|9.335161630202771|5.397945847601811|SYNTHETIC|BvaluePG|Toni||Mw|3.3924319332913795|synthetic|synthetic unit-square catalog|earthquake|0.026120906247802944|16|0|0.6|-2.9444389791664407
15|2015-01-12T18:37:11.152223|36.03305171819833|9.433233236183426|13.004518433651334|SYNTHETIC|BvaluePG|Toni||Mw|3.215518094473628|synthetic|synthetic unit-square catalog|earthquake|0.032240447696386676|16|0|0.6|-2.9444389791664407
16|2015-01-12T22:32:00.184660|36.04751547332355|9.819924766467174|14.520653161856817|SYNTHETIC|BvaluePG|Toni||Mw|2.695645863917283|synthetic|synthetic unit-square catalog|earthquake|0.0326869021934717|18|0|0.6|-2.9444389791664407
17|2015-01-14T05:35:48.121364|36.17485104579649|9.725533904502473|15.755880340364797|SYNTHETIC|BvaluePG|Toni||Mw|3.185548860234747|synthetic|synthetic unit-square catalog|earthquake|0.036230515671799024|18|0|0.6|-2.9444389791664407
18|2015-01-14T16:28:36.532582|36.15567324129316|10.461725413392934|10.828798306989897|SYNTHETIC|BvaluePG|Toni||Mw|3.0075031065936013|synthetic|synthetic unit-square catalog|earthquake|0.03747168772602394|21|0|0.6|-2.9444389791664407
19|2015-01-15T02:00:56.837856|36.01302621748657|10.60802587122403|9.187883720310701|SYNTHETIC|BvaluePG|Toni||Mw|3.4312020140223454|synthetic|synthetic unit-square catalog|earthquake|0.03855986633510167|22|0|0.6|-2.9444389791664407
20|2015-01-15T11:42:41.066419|36.134277032184585|11.043178866244052|9.025761291337204|SYNTHETIC|BvaluePG|Toni||Mw|2.8316510097505523|synthetic|synthetic unit-square catalog|earthquake|0.039665914594883|24|0|0.6|-2.9444389791664407
21|2015-01-15T17:47:16.379843|36.048323522946916|11.11148822973701|17.597720987136967|SYNTHETIC|BvaluePG|Toni||Mw|2.566530146978411|synthetic|synthetic unit-square catalog|earthquake|0.04035910144763011|25|0|0.6|-2.9444389791664407
22|2015-01-16T03:20:15.884664|36.0870013890277|11.855986146728327|17.055966061315104|SYNTHETIC|BvaluePG|Toni||Mw|2.6953469389612765|synthetic|synthetic unit-square catalog|earthquake|0.04144852221540485|28|0|0.6|-2.9444389791664407
23|2015-01-16T11:49:24.376164|36.0961285980142|11.754770048783607|2.790331622093902|SYNTHETIC|BvaluePG|Toni||Mw|3.0803742050651786|synthetic|synthetic unit-square catalog|earthquake|0.04241654549662521|28|0|0.6|-2.9444389791664407
24|2015-01-18T08:46:59.092527|36.09506374948732|12.251929130217341|4.640985122017899|SYNTHETIC|BvaluePG|Toni||Mw|2.8322107923024697|synthetic|synthetic unit-square catalog|earthquake|0.04754541196185569|30|0|0.6|-2.9444389791664407
25|2015-01-19T23:28:13.399699|36.03428761766845|12.317776741880747|10.779244713663317|SYNTHETIC|BvaluePG|Toni||Mw|2.929224655461939|synthetic|synthetic unit-square catalog|earthquake|0.0519587484377626|31|0|0.6|-2.9444389791664407
26|2015-01-20T15:07:43.919699|36.17139629478294|12.483303458780764|7.973743644625339|SYNTHETIC|BvaluePG|Toni||Mw|2.6985217921941977|synthetic|synthetic unit-square catalog|earthquake|0.05374502242564638|31|0|0.6|-2.9444389791664407
27|2015-01-20T23:31:50.542862|36.17921384221367|13.10851359523274|11.79478648735303|SYNTHETIC|BvaluePG|Toni||Mw|2.709571990501942|synthetic|synthetic unit-square catalog|earthquake|0.05470348007651005|34|0|0.6|-2.9444389791664407
28|2015-01-21T05:02:57.005247|36.00273533058546|12.988390303780921|8.199696679133163|SYNTHETIC|BvaluePG|Toni||Mw|2.512794180644154|synthetic|synthetic unit-square catalog|earthquake|0.05533301028111892|34|0|0.6|-2.9444389791664407
29|2015-01-22T14:40:56.912165|36.1422396559571|12.935573927348273|14.347103417494779|SYNTHETIC|BvaluePG|Toni||Mw|4.324303805315227|synthetic|synthetic unit-square catalog|earthquake|0.059169801004052|34|0|0.6|-2.9444389791664407
30|2015-01-23T17:56:05.879285|36.131691974613474|13.344298217133444|8.89599680927401|SYNTHETIC|BvaluePG|Toni||Mw|3.0134315543435117|synthetic|synthetic unit-square catalog|earthquake|0.062278686569494646|36|0|0.6|-2.9444389791664407
31|2015-01-23T22:52:04.514086|36.15051606051199|13.605331224141304|13.991504265582916|SYNTHETIC|BvaluePG|Toni||Mw|2.761588967778969|synthetic|synthetic unit-square catalog|earthquake|0.06284142374852753|37|0|0.6|-2.9444389791664407
32|2015-01-24T08:57:55.176662|36.00306968689229|14.105480798635368|2.5665169457878907|SYNTHETIC|BvaluePG|Toni||Mw|2.7182060391506333|synthetic|synthetic unit-square catalog|earthquake|0.0639933067363474|39|0|0.6|-2.9444389791664407
33|2015-01-25T16:19:43.202352|36.01545621971776|14.605146686097102|15.042014087987116|SYNTHETIC|BvaluePG|Toni||Mw|3.0490572080495784|synthetic|synthetic unit-square catalog|earthquake|0.06757114616929738|42|0|0.6|-2.9444389791664407
34|2015-01-26T08:28:13.881431|36.011677129928565|14.939057115239102|14.176451041761792|SYNTHETIC|BvaluePG|Toni||Mw|2.7855147616712994|synthetic|synthetic unit-square catalog|earthquake|0.06941256247089522|44|0|0.6|-2.9444389791664407
35|2015-01-27T01:18:33.595840|36.09805636821916|15.001604046640002|4.834642933485499|SYNTHETIC|BvaluePG|Toni||Mw|2.9681534641464333|synthetic|synthetic unit-square catalog|earthquake|0.07133348530435901|44|0|0.6|-2.9444389791664407
36|2015-01-27T17:46:41.991898|36.11673194631551|15.332154453438635|10.570849630546242|SYNTHETIC|BvaluePG|Toni||Mw|3.395184579942524|synthetic|synthetic unit-square catalog|earthquake|0.07321222120497128|45|0|0.6|-2.9444389791664407
37|2015-01-28T08:50:09.255933|36.07540708684652|15.173327764972552|5.448078881607911|SYNTHETIC|BvaluePG|Toni||Mw|2.8985982928039653|synthetic|synthetic unit-square catalog|earthquake|0.07492994574789802|45|0|0.6|-2.9444389791664407
38|2015-01-30T13:11:14.132442|36.15209082164024|15.442215822409654|13.42225065319289|SYNTHETIC|BvaluePG|Toni||Mw|2.984770619433652|synthetic|synthetic unit-square catalog|earthquake|0.08090203730457213|46|0|0.6|-2.9444389791664407
39|2015-01-31T22:43:48.314061|36.15320396562121|15.686565884337453|12.181155283928195|SYNTHETIC|BvaluePG|Toni||Mw|2.5196618142297016|synthetic|synthetic unit-square catalog|earthquake|0.0847285064156178|47|0|0.6|-2.9444389791664407
40|2015-02-01T02:42:03.239125|36.08893403025639|15.772293865467544|5.590141805559307|SYNTHETIC|BvaluePG|Toni||Mw|2.538437865045458|synthetic|synthetic unit-square catalog|earthquake|0.08518148525633262|48|0|0.6|-2.9444389791664407
41|2015-02-02T14:39:49.887804|36.01041198190149|16.354576662274425|17.96186785015099|SYNTHETIC|BvaluePG|Toni||Mw|2.7468899983956603|synthetic|synthetic unit-square catalog|earthquake|0.0892840357886826|50|0|0.6|-2.9444389791664407
42|2015-02-03T17:39:28.369816|36.13532642144996|16.891691962700826|5.162580080286391|SYNTHETIC|BvaluePG|Toni||Mw|3.0652827790214587|synthetic|synthetic unit-square catalog|earthquake|0.09236343606029873|53|0|0.6|-2.9444389791664407
43|2015-02-03T20:42:53.743962|36.13265847202571|17.678036120442577|2.7844231461214655|SYNTHETIC|BvaluePG|Toni||Mw|3.2963247859667297|synthetic|synthetic unit-square catalog|earthquake|0.09271217532266562|57|0|0.6|-2.9444389791664407
44|2015-02-04T08:59:07.032705|36.152868685218124|18.11735125316768|12.895496279853534|SYNTHETIC|BvaluePG|Toni||Mw|2.866185360143586|synthetic|synthetic unit-square catalog|earthquake|0.09411194237537446|59|0|0.6|-2.9444389791664407
45|2015-02-04T13:21:08.597814|36.12513393209493|18.377570860946236|10.45737755388225|SYNTHETIC|BvaluePG|Toni||Mw|2.9846221572342237|synthetic|synthetic unit-square catalog|earthquake|0.0946101287111234|60|0|0.6|-2.9444389791664407
46|2015-02-04T18:37:15.881187|36.076924412459846|18.465743885107795|4.978700481553087|SYNTHETIC|BvaluePG|Toni||Mw|3.4110451814827174|synthetic|synthetic unit-square catalog|earthquake|0.09521116565224252|61|0|0.6|-2.9444389791664407
47|2015-02-06T15:52:32.003195|36.1419577627112|18.893547164064806|15.627773476111706|SYNTHETIC|BvaluePG|Toni||Mw|3.5045141633389747|synthetic|synthetic unit-square catalog|earthquake|0.100373666032747|63|0|0.6|-2.9444389791664407
48|2015-02-06T20:25:11.846904|36.27254261831043|6.143370736120936|10.911758387171538|SYNTHETIC|BvaluePG|Toni||Mw|4.2052726377901095|synthetic|synthetic unit-square catalog|earthquake|0.1008920781968281|0|1|0.6|-2.9444389791664407
49|2015-02-11T12:21:18.286383|36.19054668636033|6.769073241119207|13.185260216107318|SYNTHETIC|BvaluePG|Toni||Mw|2.501711504632421|synthetic|synthetic unit-square catalog|earthquake|0.11366131411715275|3|1|0.6|-2.9444389791664407
50|2015-02-12T07:12:21.592311|36.34266154354544|6.721897657596089|2.0431119387015784|SYNTHETIC|BvaluePG|Toni||Mw|3.0472339308548273|synthetic|synthetic unit-square catalog|earthquake|0.11581177251475783|3|1|0.6|-2.9444389791664407
51|2015-02-12T18:07:15.738053|36.18317278101217|7.6175655737351144|3.8585976227640995|SYNTHETIC|BvaluePG|Toni||Mw|2.8182465188002275|synthetic|synthetic unit-square catalog|earthquake|0.11705692885559116|7|1|0.6|-2.9444389791664407
52|2015-02-13T20:12:37.756761|36.305432076718496|7.542736072018676|17.672637577154457|SYNTHETIC|BvaluePG|Toni||Mw|2.605472186235979|synthetic|synthetic unit-square catalog|earthquake|0.12003313803209514|7|1|0.6|-2.9444389791664407
53|2015-02-16T16:45:54.587807|36.19178347847436|7.55869768004106|8.942525740949986|SYNTHETIC|BvaluePG|Toni||Mw|2.521486080229017|synthetic|synthetic unit-square catalog|earthquake|0.12785365768650636|7|1|0.6|-2.9444389791664407
54|2015-02-17T08:12:31.466329|36.315195170546275|7.781699946874581|3.573030293048472|SYNTHETIC|BvaluePG|Toni||Mw|3.324803996411835|synthetic|synthetic unit-square catalog|earthquake|0.12961541645530095|8|1|0.6|-2.9444389791664407
55|2015-02-17T15:51:23.910286|36.23652872527583|7.669093613286986|2.3802976632594373|SYNTHETIC|BvaluePG|Toni||Mw|3.7530290636498176|synthetic|synthetic unit-square catalog|earthquake|0.13048786695713743|8|1|0.6|-2.9444389791664407
56|2015-02-19T22:11:56.696191|36.26682526468579|7.970381459595229|14.023112052172634|SYNTHETIC|BvaluePG|Toni||Mw|3.334704428218509|synthetic|synthetic unit-square catalog|earthquake|0.136687095856185|9|1|0.6|-2.9444389791664407
57|2015-02-20T00:56:17.962653|36.23447228278525|8.200829447515932|2.021071081080894|SYNTHETIC|BvaluePG|Toni||Mw|2.7959644374698374|synthetic|synthetic unit-square catalog|earthquake|0.13699958053380867|10|1|0.6|-2.9444389791664407
58|2015-02-20T10:35:11.528741|36.34405299267475|8.468356511331544|2.443996954922877|SYNTHETIC|BvaluePG|Toni||Mw|2.5324445333135834|synthetic|synthetic unit-square catalog|earthquake|0.13810022082610396|12|1|0.6|-2.9444389791664407
59|2015-02-21T03:29:26.292285|36.222775339950644|8.506984544090065|11.559206322141513|SYNTHETIC|BvaluePG|Toni||Mw|2.8653009774321063|synthetic|synthetic unit-square catalog|earthquake|0.14002859191717842|12|1|0.6|-2.9444389791664407
60|2015-02-21T05:32:03.217510|36.251085304512436|8.88181971592212|4.2620565641352535|SYNTHETIC|BvaluePG|Toni||Mw|2.9523157183968416|synthetic|synthetic unit-square catalog|earthquake|0.1402617188097599|14|1|0.6|-2.9444389791664407
61|2015-02-23T04:25:51.703968|36.179916742807656|9.19751303925709|3.520579769471329|SYNTHETIC|BvaluePG|Toni||Mw|3.784694578005044|synthetic|synthetic unit-square catalog|earthquake|0.1456115707141492|15|1|0.6|-2.9444389791664407
62|2015-02-23T22:05:43.420050|36.29458026370786|9.658321731195526|10.054389035521073|SYNTHETIC|BvaluePG|Toni||Mw|2.617675073771189|synthetic|synthetic unit-square catalog|earthquake|0.14762667059757595|18|1|0.6|-2.9444389791664407
63|2015-02-24T07:22:58.727223|36.35568305086435|9.71595521298188|11.214380663359|SYNTHETIC|BvaluePG|Toni||Mw|3.091940228666936|synthetic|synthetic unit-square catalog|earthquake|0.14868617154739194|18|1|0.6|-2.9444389791664407
64|2015-02-24T15:22:30.680171|36.29215799274168|10.00262698100184|2.545447917477743|SYNTHETIC|BvaluePG|Toni||Mw|2.881133480757019|synthetic|synthetic unit-square catalog|earthquake|0.1495978997189651|19|1|0.6|-2.9444389791664407
65|2015-02-25T12:01:36.136467|36.32563118332803|10.609564578413098|15.17228792712996|SYNTHETIC|BvaluePG|Toni||Mw|2.723751465563176|synthetic|synthetic unit-square catalog|earthquake|0.15195376506664804|22|1|0.6|-2.9444389791664407
66|2015-02-28T10:01:23.866492|36.25622219779863|11.787479567336318|4.394417325252279|SYNTHETIC|BvaluePG|Toni||Mw|2.5420276618127104|synthetic|synthetic unit-square catalog|earthquake|0.15993877438374327|28|1|0.6|-2.9444389791664407
67|2015-02-28T13:27:13.401490|36.32727433782338|11.95162059960706|12.210513522213853|SYNTHETIC|BvaluePG|Toni||Mw|3.0268673916036564|synthetic|synthetic unit-square catalog|earthquake|0.16033010753321308|29|1|0.6|-2.9444389791664407
68|2015-02-28T15:48:41.858882|36.23256349350506|12.640309797492577|9.649933922772034|SYNTHETIC|BvaluePG|Toni||Mw|2.949168561141819|synthetic|synthetic unit-square catalog|earthquake|0.1605990905164778|32|1|0.6|-2.9444389791664407
69|2015-02-28T18:46:08.008443|36.31068185259824|12.729078476084828|12.897873159443696|SYNTHETIC|BvaluePG|Toni||Mw|3.0587523880212886|synthetic|synthetic unit-square catalog|earthquake|0.1609364466386365|33|1|0.6|-2.9444389791664407
70|2015-03-01T05:02:27.588945|36.265097530431845|13.08767078051468|14.037293966697726|SYNTHETIC|BvaluePG|Toni||Mw|3.3918235469356937|synthetic|synthetic unit-square catalog|earthquake|0.162108258832927|34|1|0.6|-2.9444389791664407
71|2015-03-01T11:33:46.245365|36.24092334297037|13.108164489136916|14.960832561214987|SYNTHETIC|BvaluePG|Toni||Mw|2.5039175815978054|synthetic|synthetic unit-square catalog|earthquake|0.16285225255930125|34|1|0.6|-2.9444389791664407
72|2015-03-02T12:56:02.080657|36.28614515978559|13.363895183693668|14.846678048153155|SYNTHETIC|BvaluePG|Toni||Mw|2.771611693907464|synthetic|synthetic unit-square catalog|earthquake|0.16574651052862044|36|1|0.6|-2.9444389791664407
73|2015-03-03T05:03:12.228899|36.270054815939055|13.635095964422412|4.130251632942295|SYNTHETIC|BvaluePG|Toni||Mw|3.273643187401567|synthetic|synthetic unit-square catalog|earthquake|0.16758537496194936|37|1|0.6|-2.9444389791664407
74|2015-03-03T13:46:05.142594|36.29872194700104|14.487803109939053|10.09150268155822|SYNTHETIC|BvaluePG|Toni||Mw|2.6071569855503336|synthetic|synthetic unit-square catalog|earthquake|0.16857952260610043|41|1|0.6|-2.9444389791664407
75|2015-03-03T23:42:20.688214|36.35556891133327|14.509238390246312|6.700726356765275|SYNTHETIC|BvaluePG|Toni||Mw|2.6868209313435276|synthetic|synthetic unit-square catalog|earthquake|0.16971318123731205|41|1|0.6|-2.9444389791664407
76|2015-03-04T02:45:22.348369|36.35404756834009|14.541394764398891|13.242053016524318|SYNTHETIC|BvaluePG|Toni||Mw|2.5610336333622103|synthetic|synthetic unit-square catalog|earthquake|0.17006116904864532|42|1|0.6|-2.9444389791664407
77|2015-03-04T21:04:12.846327|36.25224434772213|15.87717714845088|7.0549528746203745|SYNTHETIC|BvaluePG|Toni||Mw|2.6465770691254766|synthetic|synthetic unit-square catalog|earthquake|0.17215038045756637|48|1|0.6|-2.9444389791664407
78|2015-03-04T22:19:19.709737|36.19918688985333|16.119014297825565|17.063246219568477|SYNTHETIC|BvaluePG|Toni||Mw|2.7315575931446783|synthetic|synthetic unit-square catalog|earthquake|0.1722931943410777|49|1|0.6|-2.9444389791664407
79|2015-03-05T20:57:35.837286|36.24951704217787|16.28868806330653|16.056061018681287|SYNTHETIC|BvaluePG|Toni||Mw|2.806714170414645|synthetic|synthetic unit-square catalog|earthquake|0.17487565078733613|50|1|0.6|-2.9444389791664407
80|2015-03-06T10:06:10.229414|36.32734425184275|16.58378050141865|16.063979724098687|SYNTHETIC|BvaluePG|Toni||Mw|3.0708663175644326|synthetic|synthetic unit-square catalog|earthquake|0.17637495339997256|52|1|0.6|-2.9444389791664407
81|2015-03-06T19:32:39.714831|36.23529765958043|17.16793583230519|7.715315011143826|SYNTHETIC|BvaluePG|Toni||Mw|2.546442277969717|synthetic|synthetic unit-square catalog|earthquake|0.17745201519860476|54|1|0.6|-2.9444389791664407
82|2015-03-07T13:42:15.602934|36.29832464119934|18.04592155538593|7.651610545473709|SYNTHETIC|BvaluePG|Toni||Mw|2.8805896107448703|synthetic|synthetic unit-square catalog|earthquake|0.17952365208174337|59|1|0.6|-2.9444389791664407
83|2015-03-08T09:40:31.686122|36.25483781299799|18.632527174209535|16.660504974817414|SYNTHETIC|BvaluePG|Toni||Mw|2.9592698071411085|synthetic|synthetic unit-square catalog|earthquake|0.1818019014792882|62|1|0.6|-2.9444389791664407
84|2015-03-08T18:18:29.426472|36.23258742949724|18.815354564574967|6.992031812430577|SYNTHETIC|BvaluePG|Toni||Mw|2.8521354284630984|synthetic|synthetic unit-square catalog|earthquake|0.1827866956445412|63|1|0.6|-2.9444389791664407
85|2015-03-10T22:29:58.894088|36.51770479979198|6.081206207456448|11.71928921210074|SYNTHETIC|BvaluePG|Toni||Mw|2.553806975026838|synthetic|synthetic unit-square catalog|earthquake|0.18874055359368813|0|2|0.6|-2.9444389791664407
86|2015-03-11T04:12:27.007073|36.4117101042456|6.92503017922891|16.136181285184975|SYNTHETIC|BvaluePG|Toni||Mw|2.8174726869944764|synthetic|synthetic unit-square catalog|earthquake|0.18939168400239015|4|2|0.6|-2.9444389791664407
87|2015-03-11T09:41:45.851148|36.407025447554965|7.190166890165485|7.556487232600476|SYNTHETIC|BvaluePG|Toni||Mw|3.341668484938604|synthetic|synthetic unit-square catalog|earthquake|0.1900178039885203|5|2|0.6|-2.9444389791664407
88|2015-03-13T02:25:34.201164|36.446411658272254|7.035414594701234|5.5916800695415585|SYNTHETIC|BvaluePG|Toni||Mw|3.156402394964261|synthetic|synthetic unit-square catalog|earthquake|0.19466417601985642|5|2|0.6|-2.9444389791664407
89|2015-03-13T18:44:01.260873|36.45024650300751|7.48216397035552|2.241939569951496|SYNTHETIC|BvaluePG|Toni||Mw|3.4368544336430142|synthetic|synthetic unit-square catalog|earthquake|0.19652449048321197|7|2|0.6|-2.9444389791664407
90|2015-03-14T22:25:20.171604|36.42135567206711|7.6339081258219705|15.50120840476652|SYNTHETIC|BvaluePG|Toni||Mw|2.52429162505485|synthetic|synthetic unit-square catalog|earthquake|0.19968312455966641|8|2|0.6|-2.9444389791664407
91|2015-03-15T02:12:20.555938|36.46334372366536|8.452607175359308|10.976124310084344|SYNTHETIC|BvaluePG|Toni||Mw|2.570150082422349|synthetic|synthetic unit-square catalog|earthquake|0.20011472849452927|12|2|0.6|-2.9444389791664407
92|2015-03-17T02:31:35.412850|36.43866550331777|8.633067482012427|16.331585438348696|SYNTHETIC|BvaluePG|Toni||Mw|2.509522716793382|synthetic|synthetic unit-square catalog|earthquake|0.20562702527602505|12|2|0.6|-2.9444389791664407
93|2015-03-18T00:21:14.948368|36.47829514003952|8.550410993025753|17.056852693769144|SYNTHETIC|BvaluePG|Toni||Mw|2.525384525870904|synthetic|synthetic unit-square catalog|earthquake|0.20811706049789214|12|2|0.6|-2.9444389791664407
94|2015-03-18T18:10:39.093055|36.44160649801954|9.391270157086492|10.63940614930449|SYNTHETIC|BvaluePG|Toni||Mw|2.7259899978421607|synthetic|synthetic unit-square catalog|earthquake|0.2101502995492588|16|2|0.6|-2.9444389791664407
95|2015-03-18T20:44:39.534041|36.53286984880407|9.590648209883362|2.966240745253561|SYNTHETIC|BvaluePG|Toni||Mw|2.5827195547398873|synthetic|synthetic unit-square catalog|earthquake|0.21044311145466232|17|2|0.6|-2.9444389791664407
96|2015-03-18T22:10:41.174291|36.38401111397|9.596699191773514|16.089597663389142|SYNTHETIC|BvaluePG|Toni||Mw|2.731121101207466|synthetic|synthetic unit-square catalog|earthquake|0.21060667396417654|17|2|0.6|-2.9444389791664407
97|2015-03-19T08:53:20.200784|36.45929736451396|9.841966991175198|3.807422886091487|SYNTHETIC|BvaluePG|Toni||Mw|3.170727519744748|synthetic|synthetic unit-square catalog|earthquake|0.21182853578168181|18|2|0.6|-2.9444389791664407
98|2015-03-19T16:14:11.177176|36.36093684811842|9.906484088174855|16.087529561270586|SYNTHETIC|BvaluePG|Toni||Mw|2.6464596639772857|synthetic|synthetic unit-square catalog|earthquake|0.2126667166443852|19|2|0.6|-2.9444389791664407
99|2015-03-20T01:08:25.006309|36.50576721321311|9.95827534037654|16.055055343187163|SYNTHETIC|BvaluePG|Toni||Mw|3.958842480488925|synthetic|synthetic unit-square catalog|earthquake|0.21368244119672197|19|2|0.6|-2.9444389791664407
100|2015-03-20T13:08:18.979096|36.5018195043995|10.632366339419221|12.785073841353011|SYNTHETIC|BvaluePG|Toni||Mw|2.792107059962531|synthetic|synthetic unit-square catalog|earthquake|0.21505117559941223|22|2|0.6|-2.9444389791664407
101|2015-03-21T08:07:57.468961|36.374196608807544|11.442184746533746|15.719884667863866|SYNTHETIC|BvaluePG|Toni||Mw|2.6097666468591814|synthetic|synthetic unit-square catalog|earthquake|0.2172179591908452|26|2|0.6|-2.9444389791664407
102|2015-03-21T12:30:23.591663|36.439152221333416|11.858059634615287|8.969779967061042|SYNTHETIC|BvaluePG|Toni||Mw|2.6628061548530395|synthetic|synthetic unit-square catalog|earthquake|0.21771692370977314|28|2|0.6|-2.9444389791664407
103|2015-03-21T12:46:47.390620|36.44475542719635|12.089788653085776|13.671796472107097|SYNTHETIC|BvaluePG|Toni||Mw|3.01526717789161|synthetic|synthetic unit-square catalog|earthquake|0.2177480984175073|29|2|0.6|-2.9444389791664407
104|2015-03-21T16:38:00.275707|36.436600378077685|12.035391797125484|3.7732786592347|SYNTHETIC|BvaluePG|Toni||Mw|2.5218703447875392|synthetic|synthetic unit-square catalog|earthquake|0.21818770361837436|29|2|0.6|-2.9444389791664407
105|2015-03-23T01:54:07.219432|36.46804259627828|12.117381557316115|7.093681573422856|SYNTHETIC|BvaluePG|Toni||Mw|3.5011745161557126|synthetic|synthetic unit-square catalog|earthquake|0.22198288904837105|30|2|0.6|-2.9444389791664407
106|2015-03-24T18:15:20.994962|36.44719949740862|12.467207743506119|9.544781213647244|SYNTHETIC|BvaluePG|Toni||Mw|2.9885153856475233|synthetic|synthetic unit-square catalog|earthquake|0.22658633720441523|31|2|0.6|-2.9444389791664407
107|2015-03-25T00:29:56.118108|36.49135365667354|12.54573890286364|7.4169710052675|SYNTHETIC|BvaluePG|Toni||Mw|2.8116120343629576|synthetic|synthetic unit-square catalog|earthquake|0.22729853088030327|32|2|0.6|-2.9444389791664407
108|2015-03-25T05:20:44.755471|36.51343459202033|13.241556754604765|10.009454921101597|SYNTHETIC|BvaluePG|Toni||Mw|2.8148378990999294|synthetic|synthetic unit-square catalog|earthquake|0.2278514448332991|35|2|0.6|-2.9444389791664407
109|2015-03-25T11:07:20.481222|36.37976639461493|13.170199337867754|5.0053471566674475|SYNTHETIC|BvaluePG|Toni||Mw|2.602051506029983|synthetic|synthetic unit-square catalog|earthquake|0.2285104216170719|35|2|0.6|-2.9444389791664407
110|2015-03-25T17:40:24.057885|36.508439957099874|13.307140312583691|12.513451987074863|SYNTHETIC|BvaluePG|Toni||Mw|3.050629259705251|synthetic|synthetic unit-square catalog|earthquake|0.22925774006532174|35|2|0.6|-2.9444389791664407
111|2015-03-25T18:40:39.491459|36.50799745450564|14.053649653200448|11.50338968051846|SYNTHETIC|BvaluePG|Toni||Mw|4.0926607130222825|synthetic|synthetic unit-square catalog|earthquake|0.22937230624189842|39|2|0.6|-2.9444389791664407
