#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|t_years|bin_ix|bin_iy|lambda_true|f_true
26|2015-03-14T22:25:20.171604|36.17139629478294|18.373928458780764|6.168115426611802|SYNTHETIC|BvaluePG|Toni||Mw|2.5046671168522683|synthetic|synthetic unit-square catalog|earthquake|0.19968312455966641|60|0|0.3|-3.6635616461296463
27|2015-03-18T00:21:14.948368|36.17921384221367|18.79601359523274|17.44547889618569|SYNTHETIC|BvaluePG|Toni||Mw|2.5567966998528115|synthetic|synthetic unit-square catalog|earthquake|0.20811706049789214|62|0|0.3|-3.6635616461296463
28|2015-03-18T20:44:39.534041|36.18242283058546|6.082140303780921|17.59371112391578|SYNTHETIC|BvaluePG|Toni||Mw|2.5124367454861956|synthetic|synthetic unit-square catalog|earthquake|0.21044311145466232|0|1|0.3|-3.6635616461296463
29|2015-03-18T22:10:41.174291|36.3219271559571|6.435573927348273|12.284051473296413|SYNTHETIC|BvaluePG|Toni||Mw|2.6806905669777903|synthetic|synthetic unit-square catalog|earthquake|0.21060667396417654|2|1|0.3|-3.6635616461296463
30|2015-03-20T13:08:18.979096|36.311379474613474|7.859923217133445|6.788376720660905|SYNTHETIC|BvaluePG|Toni||Mw|2.7487684653025157|synthetic|synthetic unit-square catalog|earthquake|0.21505117559941223|9|1|0.3|-3.6635616461296463
31|2015-03-21T08:07:57.468961|36.33020356051199|8.324081224141304|12.39056019394203|SYNTHETIC|BvaluePG|Toni||Mw|2.522648152848093|synthetic|synthetic unit-square catalog|earthquake|0.2172179591908452|11|1|0.3|-3.6635616461296463
32|2015-03-21T12:30:23.591663|36.18275718689229|9.433605798635366|6.45107482495213|SYNTHETIC|BvaluePG|Toni||Mw|2.663705068723324|synthetic|synthetic unit-square catalog|earthquake|0.21771692370977314|16|1|0.3|-3.6635616461296463
33|2015-03-21T16:38:00.275707|36.19514371971776|9.933271686097102|17.536291368514423|SYNTHETIC|BvaluePG|Toni||Mw|2.9488474654670953|synthetic|synthetic unit-square catalog|earthquake|0.21818770361837436|19|1|0.3|-3.6635616461296463
34|2015-03-25T18:40:39.491459|36.191364629928565|10.876557115239102|17.430959459220276|SYNTHETIC|BvaluePG|Toni||Mw|3.1244790585912576|synthetic|synthetic unit-square catalog|earthquake|0.22937230624189842|24|1|0.3|-3.6635616461296463
35|2015-03-28T12:56:10.772973|36.27774386821916|10.939104046640002|11.086446614448729|SYNTHETIC|BvaluePG|Toni||Mw|3.3548597062918875|synthetic|synthetic unit-square catalog|earthquake|0.23693090643692738|24|1|0.3|-3.6635616461296463
36|2015-03-30T07:19:50.714523|36.29641944631551|11.675904453438635|9.993998113255374|SYNTHETIC|BvaluePG|Toni||Mw|2.6349911402773705|synthetic|synthetic unit-square catalog|earthquake|0.24176714054692794|27|1|0.3|-3.6635616461296463
37|2015-04-01T06:25:30.237167|36.25509458684652|11.517077764972552|6.6535156369331805|SYNTHETIC|BvaluePG|Toni||Mw|2.535868524675417|synthetic|synthetic unit-square catalog|earthquake|0.24713952382841908|27|1|0.3|-3.6635616461296463
38|2015-04-06T06:44:50.639623|36.33177832164024|11.989090822409654|10.509138294617154|SYNTHETIC|BvaluePG|Toni||Mw|2.791793585618711|synthetic|synthetic unit-square catalog|earthquake|0.26086554869898304|29|1|0.3|-3.6635616461296463
39|2015-04-13T03:43:39.042489|36.33289146562121|12.436565884337453|16.750870048617806|SYNTHETIC|BvaluePG|Toni||Mw|3.0737377473309198|synthetic|synthetic unit-square catalog|earthquake|0.27968600408426303|31|1|0.3|-3.6635616461296463
40|2015-04-13T12:22:53.032825|36.26862153025639|13.334793865467544|13.180879463255314|SYNTHETIC|BvaluePG|Toni||Mw|3.156386688519701|synthetic|synthetic unit-square catalog|earthquake|0.2806732144657753|36|1|0.3|-3.6635616461296463
41|2015-04-17T18:12:25.869740|36.19009948190149|14.120201662274425|15.038897783347121|SYNTHETIC|BvaluePG|Toni||Mw|2.913284244114298|synthetic|synthetic unit-square catalog|earthquake|0.29228920671219627|39|1|0.3|-3.6635616461296463
42|2015-04-22T09:44:36.409243|36.31501392144996|14.047941962700826|8.814929328964537|SYNTHETIC|BvaluePG|Toni||Mw|2.713191228787115|synthetic|synthetic unit-square catalog|earthquake|0.30501294170798054|39|1|0.3|-3.6635616461296463
43|2015-04-26T14:41:12.051647|36.31234597202571|15.037411120442576|16.659018207484714|SYNTHETIC|BvaluePG|Toni||Mw|3.1030333411462534|synthetic|synthetic unit-square catalog|earthquake|0.3165282547357029|44|1|0.3|-3.6635616461296463
44|2015-05-01T02:13:50.891414|36.332556185218124|16.28922625316768|15.87846555139748|SYNTHETIC|BvaluePG|Toni||Mw|2.7151789570487446|synthetic|synthetic unit-square catalog|earthquake|0.3287965780482349|50|1|0.3|-3.6635616461296463
45|2015-05-02T02:05:47.839108|36.30482143209493|16.752570860946236|11.862498084364187|SYNTHETIC|BvaluePG|Toni||Mw|3.108404095886758|synthetic|synthetic unit-square catalog|earthquake|0.3315191218314606|52|1|0.3|-3.6635616461296463
46|2015-05-02T16:36:50.572714|36.256611912459846|17.043868885107795|16.013186189729435|SYNTHETIC|BvaluePG|Toni||Mw|3.040106149999246|synthetic|synthetic unit-square catalog|earthquake|0.33317522792338017|54|1|0.3|-3.6635616461296463
47|2015-05-05T03:51:53.668838|36.3216452627112|17.877922164064806|7.955815371458307|SYNTHETIC|BvaluePG|Toni||Mw|3.2581690322283126|synthetic|synthetic unit-square catalog|earthquake|0.33993439516433854|58|1|0.3|-3.6635616461296463
48|2015-05-05T19:43:52.871442|36.27254261831043|17.924620736120936|10.909303017919623|SYNTHETIC|BvaluePG|Toni||Mw|2.851148441860305|synthetic|synthetic unit-square catalog|earthquake|0.3417443934723241|58|1|0.3|-3.6635616461296463
49|2015-05-06T10:46:43.503224|36.19054668636033|18.14407324111921|3.9586403279632094|SYNTHETIC|BvaluePG|Toni||Mw|2.6005079311475923|synthetic|synthetic unit-square catalog|earthquake|0.3434609572091829|59|1|0.3|-3.6635616461296463
50|2015-05-08T08:26:40.763369|36.52234904354544|6.315647657596089|13.054246199128645|SYNTHETIC|BvaluePG|Toni||Mw|2.7578792037063753|synthetic|synthetic unit-square catalog|earthquake|0.34867039202504446|1|2|0.3|-3.6635616461296463
51|2015-05-09T10:53:02.946372|36.36286028101217|6.6019405737351144|17.70641764887697|SYNTHETIC|BvaluePG|Toni||Mw|3.006411921697673|synthetic|synthetic unit-square catalog|earthquake|0.3516865333983754|2|2|0.3|-3.6635616461296463
52|2015-05-13T09:28:10.153954|36.485119576718496|6.730236072018676|8.249952107177359|SYNTHETIC|BvaluePG|Toni||Mw|2.741170504065703|synthetic|synthetic unit-square catalog|earthquake|0.3624765556935561|3|2|0.3|-3.6635616461296463
53|2015-05-15T18:45:02.073486|36.37147097847436|9.18369768004106|11.584278723242894|SYNTHETIC|BvaluePG|Toni||Mw|2.6867103764121674|synthetic|synthetic unit-square catalog|earthquake|0.36901101710796413|15|2|0.3|-3.6635616461296463
54|2015-05-17T03:22:06.175701|36.494882670546275|10.828574946874582|16.33467414441931|SYNTHETIC|BvaluePG|Toni||Mw|2.5705544299061955|synthetic|synthetic unit-square catalog|earthquake|0.3727319623704506|23|2|0.3|-3.6635616461296463
55|2015-05-19T05:32:07.151485|36.41621622527583|11.731593613286986|3.073257566361237|SYNTHETIC|BvaluePG|Toni||Mw|2.638081438730393|synthetic|synthetic unit-square catalog|earthquake|0.37845486195038913|28|2|0.3|-3.6635616461296463
56|2015-05-23T13:17:22.552659|36.44651276468579|12.03288145959523|13.422799821376579|SYNTHETIC|BvaluePG|Toni||Mw|2.5037667814008073|synthetic|synthetic unit-square catalog|earthquake|0.3902908507826919|29|2|0.3|-3.6635616461296463
57|2015-05-27T15:06:56.719053|36.41415978278525|12.872704447515932|16.27419479153187|SYNTHETIC|BvaluePG|Toni||Mw|2.577246027190774|synthetic|synthetic unit-square catalog|earthquake|0.4014505766932097|33|2|0.3|-3.6635616461296463
58|2015-05-29T10:27:51.049692|36.52374049267475|12.937106511331546|12.736634304514387|SYNTHETIC|BvaluePG|Toni||Mw|2.574796018840568|synthetic|synthetic unit-square catalog|earthquake|0.40639564002625694|34|2|0.3|-3.6635616461296463
59|2015-05-31T10:38:12.323811|36.402462839950644|13.585109544090063|5.628601116056064|SYNTHETIC|BvaluePG|Toni||Mw|3.534090867573129|synthetic|synthetic unit-square catalog|earthquake|0.41189102858936066|37|2|0.3|-3.6635616461296463
60|2015-05-31T15:14:59.750602|36.430772804512436|14.772444715922118|8.335566588891787|SYNTHETIC|BvaluePG|Toni||Mw|2.7417265608877717|synthetic|synthetic unit-square catalog|earthquake|0.412417286187865|43|2|0.3|-3.6635616461296463
61|2015-06-12T23:31:55.693625|36.359604242807656|14.88501303925709|8.011652998362653|SYNTHETIC|BvaluePG|Toni||Mw|2.511077888054109|synthetic|synthetic unit-square catalog|earthquake|0.44621630585422456|43|2|0.3|-3.6635616461296463
62|2015-06-13T08:33:14.244066|36.47426776370786|16.158321731195528|10.578401065275065|SYNTHETIC|BvaluePG|Toni||Mw|3.1545631367381413|synthetic|synthetic unit-square catalog|earthquake|0.4472454890126709|50|2|0.3|-3.6635616461296463
63|2015-06-18T00:26:07.203007|36.53537055086435|16.825330212981882|15.113974017627296|SYNTHETIC|BvaluePG|Toni||Mw|2.535854856808015|synthetic|synthetic unit-square catalog|earthquake|0.4600085939047216|53|2|0.3|-3.6635616461296463
64|2015-06-19T01:55:28.399707|36.47184549274168|17.11200198100184|9.69853923468384|SYNTHETIC|BvaluePG|Toni||Mw|2.8677434913296094|synthetic|synthetic unit-square catalog|earthquake|0.4629163307636808|54|2|0.3|-3.6635616461296463
65|2015-06-25T06:06:53.583060|36.50531868332803|17.7189395784131|6.104342546962304|SYNTHETIC|BvaluePG|Toni||Mw|2.5761445882993006|synthetic|synthetic unit-square catalog|earthquake|0.4798214561012326|57|2|0.3|-3.6635616461296463
66|2015-06-25T19:40:39.857999|36.43590969779863|18.69372956733632|15.789378318576468|SYNTHETIC|BvaluePG|Toni||Mw|2.777101320983757|synthetic|synthetic unit-square catalog|earthquake|0.4813686673891271|62|2|0.3|-3.6635616461296463
67|2015-06-26T13:22:35.968678|36.68664933782338|6.264120599607059|9.049459944467753|SYNTHETIC|BvaluePG|Toni||Mw|2.794944832754892|synthetic|synthetic unit-square catalog|earthquake|0.48338770909951534|1|3|0.3|-3.6635616461296463
68|2015-06-28T10:03:07.203104|36.59193849350506|6.749684797492575|3.2413993428368553|SYNTHETIC|BvaluePG|Toni||Mw|2.6546856044083373|synthetic|synthetic unit-square catalog|earthquake|0.4884841433792464|3|3|0.3|-3.6635616461296463
69|2015-06-30T08:55:03.934027|36.67005685259824|6.838453476084829|10.630787289653485|SYNTHETIC|BvaluePG|Toni||Mw|2.533210117769519|synthetic|synthetic unit-square catalog|earthquake|0.49383045396440894|4|3|0.3|-3.6635616461296463
70|2015-07-01T11:39:31.597870|36.624472530431845|8.009545780514678|6.113294521794645|SYNTHETIC|BvaluePG|Toni||Mw|3.1351057160225015|synthetic|synthetic unit-square catalog|earthquake|0.496880992149934|9|3|0.3|-3.6635616461296463
71|2015-07-03T18:06:42.172509|36.60029834297037|8.030039489136916|16.044490855630627|SYNTHETIC|BvaluePG|Toni||Mw|2.8807147264190975|synthetic|synthetic unit-square catalog|earthquake|0.5030928262133239|9|3|0.3|-3.6635616461296463
72|2015-07-05T04:11:33.610560|36.64552015978559|9.098270183693668|8.939353683017663|SYNTHETIC|BvaluePG|Toni||Mw|3.186175065583067|synthetic|synthetic unit-square catalog|earthquake|0.5069806832763235|15|3|0.3|-3.6635616461296463
73|2015-07-06T16:08:50.119758|36.629429815939055|9.572595964422412|12.925168489364955|SYNTHETIC|BvaluePG|Toni||Mw|2.5519042527775637|synthetic|synthetic unit-square catalog|earthquake|0.5110822787461256|17|3|0.3|-3.6635616461296463
74|2015-07-08T12:06:04.825404|36.65809694700104|9.815928109939051|7.221507229728278|SYNTHETIC|BvaluePG|Toni||Mw|2.590171629435264|synthetic|synthetic unit-square catalog|earthquake|0.516096433993869|18|3|0.3|-3.6635616461296463
75|2015-07-08T19:48:41.582156|36.71494391133327|10.44673839024631|16.289998347460013|SYNTHETIC|BvaluePG|Toni||Mw|2.8155354247544873|synthetic|synthetic unit-square catalog|earthquake|0.5169759925392425|21|3|0.3|-3.6635616461296463
76|2015-07-10T04:44:59.176149|36.71342256834009|11.088269764398891|3.821409579754608|SYNTHETIC|BvaluePG|Toni||Mw|3.444081093565935|synthetic|synthetic unit-square catalog|earthquake|0.5207334897504678|25|3|0.3|-3.6635616461296463
77|2015-07-16T06:27:08.849149|36.61161934772213|11.40842714845088|17.647115718530497|SYNTHETIC|BvaluePG|Toni||Mw|2.903285347907927|synthetic|synthetic unit-square catalog|earthquake|0.5373548320895705|26|3|0.3|-3.6635616461296463
78|2015-07-17T05:50:18.895730|36.55856188985333|11.853389297825569|12.817742382580754|SYNTHETIC|BvaluePG|Toni||Mw|2.843132251686332|synthetic|synthetic unit-square catalog|earthquake|0.5400226536786867|28|3|0.3|-3.6635616461296463
79|2015-07-19T04:19:49.099074|36.60889204217787|11.81993806330653|3.4498454189296037|SYNTHETIC|BvaluePG|Toni||Mw|2.624086430510649|synthetic|synthetic unit-square catalog|earthquake|0.5453262953796956|28|3|0.3|-3.6635616461296463
80|2015-07-19T15:32:29.182610|36.68671925184275|11.911905501418651|13.115758903185194|SYNTHETIC|BvaluePG|Toni||Mw|2.697061134737051|synthetic|synthetic unit-square catalog|earthquake|0.5466052292509771|29|3|0.3|-3.6635616461296463
81|2015-07-22T10:42:53.772849|36.59467265958043|12.699185832305192|9.491999161850888|SYNTHETIC|BvaluePG|Toni||Mw|2.5744860108532928|synthetic|synthetic unit-square catalog|earthquake|0.5542681881020473|32|3|0.3|-3.6635616461296463
82|2015-07-25T01:11:53.575255|36.65769964119934|12.764671555385933|14.622988869556583|SYNTHETIC|BvaluePG|Toni||Mw|3.734771720257149|synthetic|synthetic unit-square catalog|earthquake|0.5613961003135626|33|3|0.3|-3.6635616461296463
83|2015-07-26T22:11:02.432677|36.61421281299799|13.351277174209537|12.283019568843926|SYNTHETIC|BvaluePG|Toni||Mw|3.4429345025998406|synthetic|synthetic unit-square catalog|earthquake|0.5665279499289277|36|3|0.3|-3.6635616461296463
84|2015-07-30T22:06:57.795413|36.59196242949724|13.534104564574967|15.740735593308278|SYNTHETIC|BvaluePG|Toni||Mw|2.784723707933252|synthetic|synthetic unit-square catalog|earthquake|0.5774716009903735|37|3|0.3|-3.6635616461296463
85|2015-08-01T20:01:12.433740|36.69739229979198|14.003081207456448|9.366190669481659|SYNTHETIC|BvaluePG|Toni||Mw|2.911627060743437|synthetic|synthetic unit-square catalog|earthquake|0.5827082044813348|39|3|0.3|-3.6635616461296463
86|2015-08-03T23:17:37.058795|36.5913976042456|15.45628017922891|7.6905716227284415|SYNTHETIC|BvaluePG|Toni||Mw|3.1712128894209983|synthetic|synthetic unit-square catalog|earthquake|0.5885573382892162|46|3|0.3|-3.6635616461296463
87|2015-08-15T17:00:09.373216|36.586712947554965|15.518291890165484|7.4132283626766515|SYNTHETIC|BvaluePG|Toni||Mw|3.0416443120757024|synthetic|synthetic unit-square catalog|earthquake|0.6206938858853694|46|3|0.3|-3.6635616461296463
88|2015-08-18T08:49:40.657759|36.626099158272254|17.597914594701233|14.228744736385039|SYNTHETIC|BvaluePG|Toni||Mw|2.5761434246381305|synthetic|synthetic unit-square catalog|earthquake|0.6279748985271139|57|3|0.3|-3.6635616461296463
89|2015-08-21T23:01:01.984567|36.62993400300751|17.638413970355522|14.708537338739724|SYNTHETIC|BvaluePG|Toni||Mw|2.6087809847122845|synthetic|synthetic unit-square catalog|earthquake|0.6378071204580771|57|3|0.3|-3.6635616461296463
90|2015-09-03T01:38:46.652793|36.60104317206711|18.80578312582197|11.366377257601618|SYNTHETIC|BvaluePG|Toni||Mw|2.544247795987995|synthetic|synthetic unit-square catalog|earthquake|0.6709612471415316|63|3|0.3|-3.6635616461296463
91|2015-09-06T18:40:21.877180|36.82271872366536|6.421357175359308|12.809458616797178|SYNTHETIC|BvaluePG|Toni||Mw|4.278767013094758|synthetic|synthetic unit-square catalog|earthquake|0.6811171279558814|2|4|0.3|-3.6635616461296463
92|2015-09-08T21:57:50.272428|36.79804050331777|6.804942482012427|15.870381146814985|SYNTHETIC|BvaluePG|Toni||Mw|2.764042286096169|synthetic|synthetic unit-square catalog|earthquake|0.6869682825192192|3|4|0.3|-3.6635616461296463
93|2015-09-22T09:29:28.681198|36.83767014003952|6.7222859930257535|8.726961729684659|SYNTHETIC|BvaluePG|Toni||Mw|2.6770074827117045|synthetic|synthetic unit-square catalog|earthquake|0.7238753479731741|3|4|0.3|-3.6635616461296463
94|2015-09-23T05:39:48.827615|36.80098149801954|8.172520157086492|5.730404641487496|SYNTHETIC|BvaluePG|Toni||Mw|3.679936404857174|synthetic|synthetic unit-square catalog|earthquake|0.7261765415499044|10|4|0.3|-3.6635616461296463
95|2015-09-27T15:20:17.586563|36.89224484880407|8.575023209883362|17.69503177881799|SYNTHETIC|BvaluePG|Toni||Mw|3.232105644680076|synthetic|synthetic unit-square catalog|earthquake|0.7382316014704227|12|4|0.3|-3.6635616461296463
96|2015-09-29T18:48:01.088863|36.74338611397|8.784199191773514|16.428249337229865|SYNTHETIC|BvaluePG|Toni||Mw|3.0109402624981643|synthetic|synthetic unit-square catalog|earthquake|0.7441022476000481|13|4|0.3|-3.6635616461296463
97|2015-10-05T18:47:44.575889|36.81867236451396|11.466966991175198|16.328905731373887|SYNTHETIC|BvaluePG|Toni||Mw|2.516869753611482|synthetic|synthetic unit-square catalog|earthquake|0.7605288290582768|26|4|0.3|-3.6635616461296463
98|2015-10-05T22:12:09.474138|36.72031184811842|11.734609088174855|14.810707277282054|SYNTHETIC|BvaluePG|Toni||Mw|2.6650243258438384|synthetic|synthetic unit-square catalog|earthquake|0.760917480231027|28|4|0.3|-3.6635616461296463
99|2015-10-06T20:31:09.607233|36.86514221321311|11.78640034037654|9.161225482060246|SYNTHETIC|BvaluePG|Toni||Mw|2.867058467710591|synthetic|synthetic unit-square catalog|earthquake|0.7634633054235174|28|4|0.3|-3.6635616461296463
100|2015-10-11T14:49:16.527023|36.8611945043995|12.054241339419221|4.532245899827952|SYNTHETIC|BvaluePG|Toni||Mw|2.7057943160164557|synthetic|synthetic unit-square catalog|earthquake|0.7765025390721447|29|4|0.3|-3.6635616461296463
101|2015-10-12T14:29:16.990907|36.733571608807544|13.067184746533746|12.337372511100757|SYNTHETIC|BvaluePG|Toni||Mw|3.1761462515406933|synthetic|synthetic unit-square catalog|earthquake|0.7792023788534974|34|4|0.3|-3.6635616461296463
102|2015-10-15T14:14:11.898919|36.798527221333416|13.483059634615287|13.703979222214763|SYNTHETIC|BvaluePG|Toni||Mw|3.0078944250302104|synthetic|synthetic unit-square catalog|earthquake|0.7873872505805168|36|4|0.3|-3.6635616461296463
103|2015-10-19T14:01:07.330884|36.80413042719635|14.527288653085776|10.50047263848579|SYNTHETIC|BvaluePG|Toni||Mw|2.527488702868391|synthetic|synthetic unit-square catalog|earthquake|0.7983137922682382|41|4|0.3|-3.6635616461296463
104|2015-10-24T12:29:42.713691|36.795975378077685|15.082266797125483|14.362679511370125|SYNTHETIC|BvaluePG|Toni||Mw|2.5701578675608507|synthetic|synthetic unit-square catalog|earthquake|0.8118292491726853|44|4|0.3|-3.6635616461296463
105|2015-10-24T14:22:37.457256|36.82741759627828|14.961131557316115|16.793271993019815|SYNTHETIC|BvaluePG|Toni||Mw|2.7718289395553675|synthetic|synthetic unit-square catalog|earthquake|0.8120439278416813|44|4|0.3|-3.6635616461296463
106|2015-10-25T17:02:48.219542|36.80657449740862|15.514082743506119|15.808935534577454|SYNTHETIC|BvaluePG|Toni||Mw|3.040624808501222|synthetic|synthetic unit-square catalog|earthquake|0.8150863253080842|46|4|0.3|-3.6635616461296463
107|2015-11-09T02:20:50.266815|36.85072865667354|15.592613902863642|3.3809325050216863|SYNTHETIC|BvaluePG|Toni||Mw|2.520301809655359|synthetic|synthetic unit-square catalog|earthquake|0.8544772183821125|47|4|0.3|-3.6635616461296463
108|2015-11-11T13:57:49.819770|36.87280959202033|16.288431754604765|15.425548935353714|SYNTHETIC|BvaluePG|Toni||Mw|3.0869977805012105|synthetic|synthetic unit-square catalog|earthquake|0.8612781016227766|50|4|0.3|-3.6635616461296463
109|2015-11-12T22:57:18.592291|36.73914139461493|17.84207433786775|17.970126026247044|SYNTHETIC|BvaluePG|Toni||Mw|3.760306432629573|synthetic|synthetic unit-square catalog|earthquake|0.8650416569159691|58|4|0.3|-3.6635616461296463
110|2015-11-13T13:53:55.821413|36.867814957099874|18.38526531258369|7.506455533837368|SYNTHETIC|BvaluePG|Toni||Mw|2.5405890305855436|synthetic|synthetic unit-square catalog|earthquake|0.8667463882365567|60|4|0.3|-3.6635616461296463
111|2015-11-14T23:13:31.467812|36.86737245450564|18.31927465320045|6.401936490447767|SYNTHETIC|BvaluePG|Toni||Mw|3.1098482192931747|synthetic|synthetic unit-square catalog|earthquake|0.8705481870551879|60|4|0.3|-3.6635616461296463
