#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|sofiane_time|sofiane_mag_relative|sofiane_parent_id|sofiane_cluster_id|sofiane_generation
16|2015-01-08T03:32:06.908956|2.455299399|2.237777482|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7208429158|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|7.147302187|0.2208429158|15|10|1
17|2015-01-09T16:53:25.007510|2.487844105|3.985066801|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6115808807|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|8.703761661|0.1115808807|0|11|0
18|2015-01-13T00:12:21.368160|2.480164378|3.955602361|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6010153031|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|12.00858065|0.1010153031|17|11|1
19|2015-01-14T03:58:12.459072|2.461091034|2.652127229|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8609239023|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|13.16542198|0.3609239023|0|12|0
20|2015-01-15T11:21:50.716224|2.49490025|2.957936117|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0264611017|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|14.47350366|0.5264611017|0|13|0
21|2015-01-15T11:29:37.907808|2.429707345|2.887226315|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.56682419614|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|14.47891097|0.06682419614|20|13|1
22|2015-01-18T18:37:21.651456|2.420913547|1.612450453|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7978206951|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|17.77594504|0.2978206951|0|14|0
23|2015-01-21T14:09:38.689632|1.461368396|1.138563297|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0165778667|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|20.59003113|0.5165778667|0|15|0
24|2015-01-23T07:17:17.140704|2.487419881|1.031439882|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53823790662|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|22.30367061|0.03823790662|0|16|0
25|2015-01-28T07:44:30.116256|0.9485041654|4.86845966|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.6375755940000003|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|27.32257079|1.137575594|0|17|0
26|2015-01-28T12:08:45.333600|3.991959715|2.370476657|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.4294695643|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|27.50608025|0.9294695643|0|18|0
27|2015-01-30T18:11:23.133696|1.485864177|2.107267043|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3425946563|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|29.75790664|0.8425946563|0|19|0
28|2015-02-04T10:54:25.598016|3.33491321|2.832632152|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0167439574|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|34.45446294|0.5167439574|0|20|0
29|2015-02-05T20:27:00.736704|1.461819774|2.325934925|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6057247237|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|35.85209186|0.1057247237|0|21|0
30|2015-02-08T02:11:00.624480|3.789142734|3.645373394|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.008865052|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|38.09097945|0.508865052|0|22|0
31|2015-02-08T06:18:09.439200|1.159048928|0.1804945887|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7226163361999998|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|38.26260925|0.2226163362|0|23|0
32|2015-02-08T09:36:21.870432|1.13879041|0.1828730248|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.4907943813999998|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|38.40025313|0.9907943814|31|23|1
33|2015-02-10T14:37:23.367936|1.102476413|0.188700735|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.503900828907|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|40.60929824|0.003900828907|32|23|2
34|2015-02-11T07:55:40.123200|0.1144197114|2.406116786|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53070383316|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|41.3303255|0.03070383316|0|24|0
35|2015-02-12T16:46:05.404224|2.456156599|1.806658637|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7285646355|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|42.69867366|0.2285646355|0|25|0
36|2015-02-13T15:32:09.956544|2.401498268|1.484057189|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53254501486|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|43.64733746|0.03254501486|0|26|0
37|2015-02-14T13:28:39.224640|1.680166767|2.115445761|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8140783356|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|44.5615651|0.3140783356|0|27|0
38|2015-02-15T12:38:09.422016|0.50892246|3.684647664|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.57055170239|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|45.52649794|0.07055170239|10|7|2
39|2015-02-15T18:35:50.672256|0.5308157562|3.666648133|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9243888317|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|45.77489204|0.4243888317|38|7|3
40|2015-02-17T07:16:41.340864|2.435042493|2.991867354|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0437531771|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|47.30325626|0.5437531771|0|28|0
41|2015-02-17T17:34:11.733600|3.991261885|2.043324415|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8616793424|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|47.73208025|0.3616793424|0|29|0
42|2015-02-19T13:45:44.389152|1.439713786|1.651864226|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.52067908005|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|49.57343043|0.02067908005|0|30|0
43|2015-02-19T22:09:30.087360|0.6856783124|4.58658461|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.504578394181|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|49.9232649|0.004578394181|0|31|0
44|2015-02-20T19:47:58.532064|2.644497304|1.813462985|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.743125139|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|50.82498301|1.243125139|0|32|0
45|2015-02-20T19:49:41.304000|2.640933487|1.807668694|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0475672732|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|50.8261725|0.5475672732|44|32|1
46|2015-02-20T21:55:58.793088|1.48822238|2.543520474|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1303233632|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|50.91387492|0.6303233632|0|33|0
47|2015-02-23T09:16:18.133535|0.7382627223|3.563522021|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.070119476|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|53.38632099|1.570119476|12|7|4
48|2015-02-25T00:57:42.270048|0.6491122294|3.617446867|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.5658635049|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|55.04007257|0.0658635049|47|7|5
49|2015-02-25T13:04:03.103968|1.423091749|2.814084186|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6142518213|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|55.54448037|0.1142518213|0|34|0
50|2015-02-27T18:21:46.293696|2.411244848|3.750580061|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1194627545999998|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|57.76511914|0.6194627546|0|35|0
51|2015-02-28T17:14:39.462720|3.947120426|2.260818475|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.504511421729|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|58.7185123|0.004511421729|26|18|1
52|2015-03-01T02:29:05.263296|2.448010105|3.73496408|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7287978517|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|59.10353314|0.2287978517|50|35|1
53|2015-03-04T01:50:34.542816|0.36540711|2.262553764|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.910934282|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|62.07678869|0.410934282|0|36|0
54|2015-03-04T02:47:32.200224|1.47986727|2.659164914|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.046488096|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|62.11634491|0.546488096|0|37|0
55|2015-03-04T04:34:51.906720|0.3710715069|2.26418|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7381316652|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|62.19087855|0.2381316652|53|36|1
56|2015-03-04T05:32:29.700384|0.5284689257|2.166584739|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.623797726|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|62.23089931|0.123797726|0|38|0
57|2015-03-05T13:32:13.473312|1.234812129|1.879747563|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53162886005|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|63.56404483|0.03162886005|0|39|0
58|2015-03-06T22:04:32.354688|2.492381803|3.588651298|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7250656118|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|64.91981892|0.2250656118|0|40|0
59|2015-03-12T04:22:40.015776|1.143045182|0.3190436348|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8331944894|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|70.18240759|0.3331944894|0|41|0
60|2015-03-12T05:20:48.328512|2.066434521|0.7683466135|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.380421791|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|70.22278158|0.880421791|0|42|0
61|2015-03-13T04:04:58.717920|4.990812479|4.880244218|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7660139177|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|71.17012405|0.2660139177|0|43|0
62|2015-03-13T23:08:54.277440|2.423512592|3.783839189|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.831142562|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|71.9645171|0.331142562|0|44|0
63|2015-03-13T23:19:01.886304|2.528878584|3.849911967|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.4192719806|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|71.97154961|0.9192719806|62|44|1
64|2015-03-16T01:29:04.370496|3.951684201|2.064742763|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.225197452|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|74.06185614|1.725197452|0|45|0
65|2015-03-16T19:13:45.266304|3.940701655|1.981807322|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6432432989|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|74.80121836|0.1432432989|64|45|1
66|2015-03-17T02:28:14.002176|3.892828525|4.728187315|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.623297041|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.10293984|1.123297041|0|46|0
67|2015-03-17T22:43:18.134688|1.481182589|1.305026145|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|5.472241403|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.94673767|2.972241403|0|47|0
68|2015-03-17T22:46:03.682272|1.253461974|1.095552016|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1990431376|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.94865373|0.6990431376|67|47|1
69|2015-03-17T22:46:47.366976|0.6836428716|1.544571363|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.51833795379|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.94915934|0.01833795379|67|47|1
70|2015-03-17T22:47:03.852960|1.369402606|1.104402986|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53127832675|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.94935015|0.03127832675|67|47|1
71|2015-03-17T22:47:35.808864|1.800279463|1.504965912|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.175613847|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.94972001|1.675613847|67|47|1
72|2015-03-17T22:49:17.805792|0.9631607587|1.009249498|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2025172502|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.95090053|0.7025172502|67|47|1
73|2015-03-17T22:54:43.265952|1.901571609|1.345365362|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.627116678|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.95466743|0.127116678|71|47|2
74|2015-03-17T23:04:30.614016|1.288157735|1.084705521|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.823434926|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.96146544|0.323434926|68|47|2
75|2015-03-17T23:04:37.826688|1.710433821|1.514553032|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.507289062|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.96154892|1.007289062|67|47|1
76|2015-03-17T23:06:32.652288|0.92172338|1.381528672|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6520202227|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.96287792|0.1520202227|67|47|1
77|2015-03-17T23:40:05.157984|1.55644854|1.214940854|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6610986491|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.98617081|0.1610986491|67|47|1
78|2015-03-17T23:59:33.464832|1.322973762|0.7139234332|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6657285778|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|75.99969288|0.1657285778|67|47|1
79|2015-03-18T00:03:10.608768|1.586485509|1.009292874|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.52584373141|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.00220612|0.02584373141|67|47|1
80|2015-03-18T00:42:00.286272|1.754606008|1.495527376|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.2563591249999995|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.02916998|1.756359125|71|47|2
81|2015-03-18T00:44:23.577216|1.780285307|1.390470801|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2778885441|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.03082844|0.7778885441|67|47|1
82|2015-03-18T01:09:01.239264|1.682514771|1.240738711|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.514037998|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.04793101|1.014037998|80|47|3
83|2015-03-18T01:13:19.777440|1.587781173|1.481508199|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3974363697|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.05092335|0.8974363697|81|47|2
84|2015-03-18T01:38:40.434720|1.681268911|1.236608849|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9984542902999998|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.06852355|0.4984542903|82|47|4
85|2015-03-18T02:06:06.964704|2.037107575|0.9545611671|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.461928112|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.08758061|1.961928112|67|47|1
86|2015-03-18T02:06:20.210688|2.271192837|1.17600173|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6745096876|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.08773392|0.1745096876|85|47|2
87|2015-03-18T02:19:43.463712|1.962922075|0.9317484071|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.52581099826|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.09703083|0.02581099826|85|47|2
88|2015-03-18T02:21:35.762976|1.898362495|1.065166789|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6061246307|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.09833059|0.1061246307|85|47|2
89|2015-03-18T02:51:41.606784|1.243071077|1.101848352|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.58931654871|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.11923156|0.08931654871|68|47|2
90|2015-03-18T07:24:12.028320|1.448036644|1.077087228|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.5934069172|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.30847255|0.0934069172|67|47|1
91|2015-03-18T09:26:53.119968|1.502499515|1.457506116|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1916250184|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.39367037|0.6916250184|67|47|1
92|2015-03-18T11:37:39.065088|1.702610365|1.193595094|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.832943932|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.48447992|1.332943932|85|47|2
93|2015-03-18T15:24:01.218528|1.754589906|1.494104697|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9395952334|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.64168077|0.4395952334|75|47|2
94|2015-03-18T15:31:22.081440|1.699465064|1.465343578|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6383226513|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.64678335|0.1383226513|80|47|3
95|2015-03-18T17:38:12.382656|3.050928976|1.551837483|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1960553443|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.73486554|0.6960553443|67|47|1
96|2015-03-18T17:55:15.009600|1.665103967|1.201754233|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.943366913|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.7467015|1.443366913|82|47|4
97|2015-03-18T19:02:41.679744|1.871731217|1.514905161|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6064268783|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.79353796|0.1064268783|93|47|3
98|2015-03-18T21:02:45.006720|1.414860811|1.074310083|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9680932249|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|76.8769098|0.4680932249|90|47|2
99|2015-03-19T00:24:08.523648|0.9922875635|1.7241419|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.57306797984|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.01676532|0.07306797984|67|47|1
100|2015-03-19T00:41:55.258656|1.230396568|1.463484396|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.58528901222|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.02911179|0.08528901222|67|47|1
101|2015-03-19T08:11:00.325536|2.492799009|2.081308013|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9654658255|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.34097599|0.4654658255|0|48|0
102|2015-03-19T14:44:43.355616|0.7160933092|3.024475034|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0403451633|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.61439069|0.5403451633|0|49|0
103|2015-03-19T14:46:29.276832|1.629434595|1.654576228|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6164966249|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.61561663|0.1164966249|67|47|1
104|2015-03-19T17:25:09.328224|0.7067752759|3.003631549|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3375040903|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|77.72580241|0.8375040903|102|49|1
105|2015-03-20T01:09:43.039584|2.968029706|1.691479861|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6147242458|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|78.04841481|0.1147242458|0|50|0
106|2015-03-20T13:12:19.224864|1.393764883|0.695987112|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8325230424|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|78.55022251|0.3325230424|78|47|2
107|2015-03-21T01:38:02.680511|1.63551932|1.134706401|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.567468591|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.06808658|1.067468591|84|47|5
108|2015-03-21T02:50:36.888864|1.689230764|1.098557942|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0460695053|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.11848251|0.5460695053|107|47|6
109|2015-03-21T09:04:29.150688|2.419935463|3.757909657|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.642682245|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.37811517|0.142682245|0|51|0
110|2015-03-21T09:38:06.067104|2.420668565|3.844993175|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.626924567|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.40145911|1.126924567|0|52|0
111|2015-03-21T14:56:45.155904|1.843463097|1.3849411|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3096241092|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.62274486|0.8096241092|80|47|3
112|2015-03-21T15:35:49.927488|1.016255004|1.064957273|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.5260196639|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|79.64988342|0.0260196639|67|47|1
113|2015-03-22T00:40:14.774592|2.433010539|3.756600901|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0598311567|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|80.02794878|0.5598311567|109|51|1
114|2015-03-22T22:35:42.172512|1.62938621|0.8676590038|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1952603204|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|80.94146033|0.6952603204|67|47|1
115|2015-03-23T07:38:01.375008|0.133840013|1.152609187|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6404791659|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|81.31807147|0.1404791659|67|47|1
116|2015-03-23T22:50:02.744160|1.633262178|0.9204942619|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.593833863|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|81.95142065|1.093833863|114|47|2
117|2015-03-23T23:54:18.854784|1.633069909|1.027165422|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.59688706148|synthetic|synthetic_data_case02_three_faults|synthetic_earthquake|81.99605156|0.09688706148|116|47|3
