#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|sofiane_time|sofiane_mag_relative|sofiane_parent_id|sofiane_cluster_id|sofiane_generation
24|2015-01-13T15:22:00.666336|4.521009175|2.540632955|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.506626997646|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|12.64028549|0.006626997646|23|19|1
25|2015-01-15T07:23:09.122208|2.50454155|1.983905094|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1072150137|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|14.30774447|0.6072150137|0|20|0
26|2015-01-15T14:46:22.389888|2.327708779|0.8000609851|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6968100911|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|14.61553692|0.1968100911|0|21|0
27|2015-01-17T20:59:47.329440|3.289843957|1.889942011|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3820511021|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|16.87485335|0.8820511021|0|22|0
28|2015-01-19T00:39:17.049888|2.834822848|3.690178136|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6465475233999998|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|18.02728067|0.1465475234|0|23|0
29|2015-01-19T23:29:09.297312|0.6690140265|4.778746149|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9527386479|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|18.97857983|0.4527386479|0|24|0
30|2015-01-20T16:51:49.934592|0.6217777037|2.513318145|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.55702325499|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|19.70266128|0.05702325499|0|25|0
31|2015-01-21T03:40:55.231392|2.68875065|2.278955394|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8716129923000002|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|20.15341703|0.3716129923|20|16|1
32|2015-01-22T06:55:48.762912|2.726791937|0.533388391|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3978728521|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|21.28875883|0.8978728521|0|26|0
33|2015-01-22T07:21:20.749824|2.744894079|0.5436047718|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0390480677|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|21.30649016|0.5390480677|32|26|1
34|2015-01-22T08:14:29.463648|1.431342061|3.09129797|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7033300447|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|21.34339657|0.2033300447|0|27|0
35|2015-01-22T14:34:35.394240|2.65936409|0.0401723443|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.5858905549999998|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|21.6073541|1.085890555|0|28|0
36|2015-01-23T22:17:30.562080|0.7875357941|1.639837821|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2568518138|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|22.92882595|0.7568518138|0|29|0
37|2015-01-24T06:29:59.464896|1.456871183|3.10904661|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.55547731987|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|23.27082714|0.05547731987|34|27|1
38|2015-01-26T19:09:39.759840|4.839550295|1.964166474|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.106405979|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|25.79837685|0.606405979|0|30|0
39|2015-01-27T12:01:03.122112|4.96398278|0.2854362724|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.5929165045199998|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|26.50073058|0.09291650452|0|31|0
40|2015-01-28T07:11:41.710848|0.7275411172|4.952797784|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.9778720940000003|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|27.29978832|1.477872094|0|32|0
41|2015-01-28T09:03:04.600512|0.7223280984|4.951832379|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.55782566592|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|27.37713658|0.05782566592|40|32|1
42|2015-01-28T19:40:10.665696|4.211101332|2.988589615|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3347597369|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|27.81956789|0.8347597369|0|33|0
43|2015-01-28T20:25:17.396256|1.912701456|4.418193434|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0012867646|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|27.85089579|0.5012867646|0|34|0
44|2015-01-29T10:17:18.179232|0.7346656263|4.966171636|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7416790292|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|28.42868263|0.2416790292|40|32|1
45|2015-01-29T21:29:03.185664|1.653517357|4.609112043|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.643810644|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|28.89517576|1.143810644|0|35|0
46|2015-01-31T00:51:05.109984|2.29029602|0.4345484282|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.855448993|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|30.03547581|1.355448993|0|36|0
47|2015-01-31T17:17:26.123136|0.9477234294|3.245638839|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9009510070999998|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|30.72044124|0.4009510071|0|37|0
48|2015-01-31T21:41:18.382272|1.983091121|2.421034705|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|4.04113846|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|30.90368498|1.54113846|0|38|0
49|2015-01-31T22:00:23.949504|1.985016828|2.426429405|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8165901799|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|30.91694386|0.3165901799|48|38|1
50|2015-02-01T04:11:27.947328|1.957837418|2.439863354|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8487033777|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|31.17462902|0.3487033777|48|38|1
51|2015-02-01T09:13:02.358912|2.76315677|2.694830591|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6725668711|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|31.38405508|0.1725668711|0|39|0
52|2015-02-01T13:15:39.805919|3.490743966|1.69111255|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7973419815|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|31.55254405|0.2973419815|0|40|0
53|2015-02-01T14:23:24.539712|4.619638868|1.978103236|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9497577686|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|31.59958958|0.4497577686|0|41|0
54|2015-02-01T17:39:00.487584|4.60965823|1.998819134|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.766969115|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|31.73542231|0.266969115|53|41|1
55|2015-02-02T14:59:08.634336|2.989793547|0.3223144755|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.956273542|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|32.62440549|1.456273542|0|42|0
56|2015-02-02T15:14:13.169760|2.975648465|0.3477470107|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6399945821|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|32.63487465|0.1399945821|55|42|1
57|2015-02-03T00:24:12.693312|2.994197187|0.297385525|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8846646854999998|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|33.01681358|0.3846646855|55|42|1
58|2015-02-03T04:57:19.713024|2.003329966|2.441599448|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.679890929|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|33.20647816|0.179890929|48|38|1
59|2015-02-03T14:09:50.853024|4.745049595|2.323557014|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6625191352|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|33.59017191|0.1625191352|0|43|0
60|2015-02-05T23:21:32.650848|4.425874787|0.4494767439|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.56227495378|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|35.97329457|0.06227495378|0|44|0
61|2015-02-06T03:14:35.340000|4.955122494|2.67600318|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8999881176|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|36.13513125|0.3999881176|0|45|0
62|2015-02-07T09:57:45.691488|0.9852964777|0.8998339782|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0439437261|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|37.41511217|0.5439437261|0|46|0
63|2015-02-08T00:48:30.008160|4.35657711|1.781563526|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9697400146|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|38.03368065|0.4697400146|0|47|0
64|2015-02-08T04:26:11.867712|3.300222289|0.9367859485|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.4769860927|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|38.18485958|0.9769860927|0|48|0
65|2015-02-09T00:28:54.254496|2.137927035|1.693843619|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.57246654454|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|39.02007239|0.07246654454|0|49|0
66|2015-02-09T20:54:34.411104|2.944961835|1.166808776|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6216987725|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|39.87123161|0.1216987725|0|50|0
67|2015-02-12T17:31:21.082368|4.071710625|1.098359409|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7906200347|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|42.73010512|0.2906200347|0|51|0
68|2015-02-13T21:21:01.663776|2.908667933|4.065063768|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6215836612|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|43.88960259|0.1215836612|0|52|0
69|2015-02-14T14:03:02.878272|2.266819159|2.046717416|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7800532428|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|44.58544998|0.2800532428|0|53|0
70|2015-02-15T03:54:36.846144|1.510526159|2.896711939|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.52239648025|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|45.16292646|0.02239648025|0|54|0
71|2015-02-16T01:00:24.851520|1.302314115|4.802551808|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8693697344|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|46.0419543|0.3693697344|0|55|0
72|2015-02-17T06:54:03.316895|3.113772805|1.971334663|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8877069282|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|47.28753839|0.3877069282|0|56|0
73|2015-02-17T17:27:54.475775|4.170538198|4.446685279|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.01625107|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|47.72771384|0.51625107|0|57|0
74|2015-02-19T10:09:29.149920|0.5731989952|0.2694871421|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6100138145|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|49.42325405|0.1100138145|0|58|0
75|2015-02-20T09:06:15.444288|2.601670534|0.6576035757|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.545845805|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|50.37934542|1.045845805|0|59|0
76|2015-02-21T14:23:19.938048|3.020409622|1.456566811|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.561025697|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|51.59953632|1.061025697|0|60|0
77|2015-02-22T12:14:07.936511|4.908848806|2.396623455|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.1402933955|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|52.50981408|0.6402933955|0|61|0
78|2015-02-23T06:46:48.063935|4.031937072|0.5328548358|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.3697700071|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|53.28250074|0.8697700071|0|62|0
79|2015-02-23T09:37:35.078016|4.05231836|0.5707501608|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.53049234672|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|53.40110044|0.03049234672|78|62|1
80|2015-02-23T23:13:33.761568|2.03084857|3.707156095|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9206666361|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|53.96775187|0.4206666361|0|63|0
81|2015-02-27T10:13:59.230272|2.042976625|1.305150403|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7647235926000002|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|57.42637998|0.2647235926|0|64|0
82|2015-02-27T14:27:38.848607|3.926338171|1.816922252|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2307269202|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|57.60253297|0.7307269202|0|65|0
83|2015-02-27T23:59:37.983552|3.815121294|0.7093810644|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8502980062|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|57.99974518|0.3502980062|0|66|0
84|2015-02-28T09:00:29.314656|0.8866626863|1.485965637|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.874804643|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|58.37533929|0.374804643|0|67|0
85|2015-02-28T19:12:57.736800|3.269320124|2.858247597|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7727203752|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|58.80066825|0.2727203752|0|68|0
86|2015-03-01T06:14:15.524160|3.937553344|1.630722212|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6226337241|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|59.2599019|0.1226337241|0|69|0
87|2015-03-02T20:39:05.058144|1.836872231|2.800229268|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9784466716|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|60.86047521|0.4784466716|0|70|0
88|2015-03-03T00:49:37.166016|2.823219309|1.041173107|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8561420192|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|61.03445794|0.3561420192|0|71|0
89|2015-03-03T19:15:31.934016|2.866415501|0.389829539|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.504119038|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|61.80245294|1.004119038|0|72|0
90|2015-03-05T01:59:18.443904|3.167559759|1.036776614|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.54866302641|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|63.08285236|0.04866302641|0|73|0
91|2015-03-05T03:32:50.402975|3.720523384|0.6398753752|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6276614009|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|63.14780559|0.1276614009|0|74|0
92|2015-03-05T20:04:13.092960|3.887046927|2.715655273|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6816285579|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|63.83626265|0.1816285579|0|75|0
93|2015-03-05T20:56:04.756992|2.215329971|2.076534158|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8489630445|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|63.87227728|0.3489630445|0|76|0
94|2015-03-06T01:13:01.013951|2.487702459|0.988201143|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.156986762|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|64.05070618|0.656986762|0|77|0
95|2015-03-08T03:06:47.556576|1.706967911|1.138455467|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7122838851|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|66.12971709|0.2122838851|0|78|0
96|2015-03-10T20:55:36.042816|4.417014767|2.852502645|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.715845432|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|68.87194494|0.215845432|0|79|0
97|2015-03-12T13:39:04.869504|4.85747262|3.715825218|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.8054323179000002|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|70.56880636|0.3054323179|0|80|0
98|2015-03-12T20:28:11.947584|4.197125582|0.2426383784|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7057220936|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|70.85291606|0.2057220936|0|81|0
99|2015-03-15T12:06:46.758240|3.448443217|3.992537133|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6846882997|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|73.50470785|0.1846882997|0|82|0
100|2015-03-15T21:10:33.336192|4.574781655|3.492187369|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6001195244|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|73.88233028|0.1001195244|0|83|0
101|2015-03-16T21:07:37.890624|2.323262935|1.751041109|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.710291741|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|74.88029966|1.210291741|0|84|0
102|2015-03-17T00:07:11.174015|2.320374052|1.729141767|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.7089122488|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.00499044|0.2089122488|101|84|1
103|2015-03-17T00:41:33.992160|2.319147776|1.720582913|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.6274810779999997|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.02886565|1.127481078|102|84|2
104|2015-03-17T03:40:47.693856|0.1282871176|3.792093475|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.51471842913|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.15332979|0.01471842913|0|85|0
105|2015-03-17T03:43:08.512031|0.1306618081|3.792002461|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6991645474|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.15495963|0.1991645474|104|85|1
106|2015-03-17T20:41:55.327488|4.773535692|2.972574824|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6394688838|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.86244592|0.1394688838|0|86|0
107|2015-03-17T23:18:20.545632|2.629260295|1.57806074|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6264392285|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|75.97107113|0.1264392285|0|87|0
108|2015-03-18T15:15:04.625280|1.643316984|2.736372402|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6466054024|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|76.6354702|0.1466054024|0|88|0
109|2015-03-18T15:52:29.840735|2.339552726|0.6480959786|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2351163393|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|76.66145649|0.7351163393|0|89|0
110|2015-03-19T22:12:09.637056|0.4393299369|3.857675045|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6454889314|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|77.92511154|0.1454889314|0|90|0
111|2015-03-19T23:44:37.342176|4.408723604|2.567899466|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.4803652534|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|77.98932109|0.9803652534|0|91|0
112|2015-03-21T08:46:44.961024|2.611235039|1.240842625|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.2887014835|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|79.36579816|0.7887014835|0|92|0
113|2015-03-24T03:19:46.610688|4.259941289|3.279181914|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.9072587588|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|82.13873392|0.4072587588|0|93|0
114|2015-03-24T06:59:41.191007|2.608562046|2.721047911|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.0878682422|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|82.29144897|0.5878682422|0|94|0
115|2015-03-24T07:59:50.703072|2.631620167|2.743521707|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|3.246342585|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|82.33322573|0.746342585|114|94|1
116|2015-03-24T08:36:19.744704|2.561524288|2.208536011|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.56869396835|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|82.35856186|0.06869396835|0|95|0
117|2015-03-24T17:44:34.321632|4.531653647|2.992808799|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.59826342255|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|82.73928613|0.09826342255|0|96|0
118|2015-03-28T20:31:11.485920|2.71001157|2.327427003|0.0|SOFIANE|SPDE-ETAS|||relative_plus_offset|2.6345217252|synthetic|synthetic_data_case_01_patches|synthetic_earthquake|86.85499405|0.1345217252|0|97|0
