K,α,c,p,q,D,γ,ρ,σ,μspde
0.009570515210064771,1.7516332759865607,0.008904580504088138,1.1785646644594738,2.1524880148722954,0.013466583805859954,0.24543337896784598,0.42043099772140274,1.0753386922134252,-0.4609950304985428
0.009397554900496825,1.8235836787285964,0.007880584051808437,1.1520926768250166,1.9420992854090782,0.013258523317417312,0.21099702610446994,0.5959392006689842,1.4234758776232688,-0.5837871966562431
0.009790232276322176,1.7922866063246607,0.009897003303489015,1.179602736450025,1.9045972230412478,0.012258406612343195,0.2043513791765761,0.4767836439075008,1.2743982811825456,-0.28162492755350116
0.010423844633243903,1.7821893658075159,0.010590592262464461,1.170338544824942,1.9183572205291823,0.012425137974169003,0.2220544830067432,0.4524964644011083,1.095918724390689,-0.026320515827992202
0.010528483290051292,1.7297698546432703,0.009017851552939476,1.162085463159843,1.7595601558603358,0.01213584666775974,0.20871253638500412,0.2719935182872807,1.2573060118188688,-0.035286433502327644
0.009793796191198663,1.7569969849176021,0.009583161377856558,1.1737350228008399,1.8765909817535436,0.012290960284979682,0.227058565097883,0.9166370840836557,1.5503248489750328,0.48496815201583504
0.009355126911085554,1.8344177177189056,0.009524460575864398,1.1495487088914762,1.9064794078875127,0.011699863232237312,0.23642508020462258,0.8282159699270341,1.3134766675590643,0.535987586395889
0.009349346357878522,1.7561057024379931,0.008468839736242236,1.1920825202332546,1.9037023541993887,0.012450550877313301,0.22097363839168355,0.4560249051891551,1.2853327091519577,0.4344036602884427
0.009796029248017452,1.7140630112106743,0.00810485458477289,1.1876263220409895,2.1581282986386543,0.013797091844665179,0.23542508307629764,0.6837918565490807,1.2622730250180707,0.44308210330494
0.008342472509212006,1.8519681721110601,0.009843751194974633,1.1864950550673916,2.011872058786005,0.013197079039397186,0.22024881689738146,0.6187687411902182,1.187650061975323,0.2600611197352168
0.00919591746418239,1.8857408330631957,0.00927645617077122,1.183995762736529,1.9371593305242734,0.012716871454871385,0.233356825845132,0.343507747315055,1.2093239550020085,0.09261401685134227
0.009148157625008858,1.8270643510139586,0.010901447950419174,1.1801868458411797,1.9667064817963777,0.01418912962107564,0.22150509051979786,0.6108569611607816,1.21497385636874,0.3703762644958188
0.008905086628534726,1.8774150923647976,0.009406117723878891,1.1591995900561585,1.8967727419054479,0.012093988861724702,0.21785544760083428,0.8203401748323261,1.2847058266536517,0.7044480775998245
0.009565264681623551,1.8711227015891412,0.010153103024435332,1.168669817788174,1.9215779570497427,0.013028037706531673,0.22269158382561202,0.5383490553717212,1.1667577742690678,0.863887809620358
0.01105391269787809,1.7719246633737409,0.011567554751132554,1.1687521803200827,2.004717311852111,0.014368888942783061,0.2085476650128486,0.8075676285242817,1.3912937510578982,1.309752446293281
